,Date,total_d,total_n,floyd_d,floyd_n,pbp_d,pbp_n,350_d,350_n,abe_d,abe_n
0,1/1/20,0,0,0,0,0,0,0,0,0,0
1,1/2/20,0,0,0,0,0,0,0,0,0,0
2,1/3/20,0,0,0,0,0,0,0,0,0,0
3,1/4/20,0,0,0,0,0,0,0,0,0,0
4,1/5/20,0,0,0,0,0,0,0,0,0,0
5,1/6/20,0,0,0,0,0,0,0,0,0,0
6,1/7/20,0,0,0,0,0,0,0,0,0,0
7,1/8/20,0,0,0,0,0,0,0,0,0,0
8,1/9/20,0,0,0,0,0,0,0,0,0,0
9,1/10/20,0,0,0,0,0,0,0,0,0,0
10,1/11/20,0,0,0,0,0,0,0,0,0,0
11,1/12/20,0,0,0,0,0,0,0,0,0,0
12,1/13/20,0,0,0,0,0,0,0,0,0,0
13,1/14/20,0,0,0,0,0,0,0,0,0,0
14,1/15/20,38,1.066666667,0,0,0,0,0,0,0,0
15,1/16/20,7.666666667,0.466666667,0,0,0,0,0,0,0,0
16,1/17/20,7.666666667,0.466666667,0,0,0,0,0,0,0,0
17,1/18/20,5.333333333,0.533333333,0,0,0,0,0,0,0,0
18,1/19/20,15.33333333,0.666666667,0,0,0,0,0,0,0,0
19,1/20/20,20.33333333,0.8,0,0,0,0,0,0,0,0
20,1/21/20,22.33333333,0.733333333,0,0,0,0,0,0,0,0
21,1/22/20,31.53333333,1.066666667,0,0,0,0,0,0,0,0
22,1/23/20,31.86666667,1.133333333,0,0,0,0,0,0,0,0
23,1/24/20,32.86666667,1.2,0,0,0,0,0,0,0,0
24,1/25/20,32.2,1.133333333,0,0,0,0,0,0,0,0
25,1/26/20,32.2,1.133333333,0,0,0,0,0,0,0,0
26,1/27/20,34.7,1.266666667,0,0,0,0,0,0,0,0
27,1/28/20,37.7,1.4,0,0,0,0,0,0,0,0
28,1/29/20,47.648,1.6,0,0,0,0,0,0,0,0
29,1/30/20,49.98133333,1.733333333,0,0,0,0,0,0,0,0
30,1/31/20,60.648,2.066666667,0,0,0,0,0,0,0,0
31,2/1/20,63.648,2.2,0,0,0,0,0,0,0,0
32,2/2/20,64.31466667,2.066666667,0,0,0,0,0,0,0,0
33,2/3/20,54.648,2,0,0,0,0,0,0,0,0
34,2/4/20,49.648,1.866666667,0,0,0,0,0,0,0,0
35,2/5/20,45.648,1.8,0,0,0,0,0,0,0,0
36,2/6/20,40.11466667,1.666666667,0,0,0,0,0,0,0,0
37,2/7/20,49.396,1.733333333,0,0,0,0,0,0,0,0
38,2/8/20,48.396,1.666666667,0,0,0,0,0,0,0,0
39,2/9/20,50.52933333,1.733333333,0,0,0,0,0,0,0,0
40,2/10/20,61.196,1.933333333,0,0,0,0,0,0,0,0
41,2/11/20,58.696,1.8,0,0,0,0,0,0,0,0
42,2/12/20,67.696,1.666666667,0,0,0,0,0,0,0,0
43,2/13/20,58.08133333,1.533333333,0,0,0,0,0,0,0,0
44,2/14/20,1040.821333,1.6,0,0,0,0,0,0,0,0
45,2/15/20,1033.821333,1.4,0,0,0,0,0,0,0,0
46,2/16/20,1030.821333,1.266666667,0,0,0,0,0,0,0,0
47,2/17/20,1029.488,1.266666667,0,0,0,0,0,0,0,0
48,2/18/20,1037.154667,1.466666667,0,0,0,0,0,0,0,0
49,2/19/20,1039.154667,1.533333333,0,0,0,0,0,0,0,0
50,2/20/20,1039.154667,1.533333333,0,0,0,0,0,0,0,0
51,2/21/20,1036.821333,1.4,0,0,0,0,0,0,0,0
52,2/22/20,1029.74,1.533333333,0,0,0,0,0,0,0,0
53,2/23/20,1030.073333,1.6,0,0,0,0,0,0,0,0
54,2/24/20,1028.94,1.6,0,0,0,0,0,0,0,0
55,2/25/20,1027.888,1.533333333,0,0,0,0,0,0,0,0
56,2/26/20,1027.888,1.533333333,0,0,0,0,0,0,0,0
57,2/27/20,1017.721333,1.6,0,0,0,0,0,0,0,0
58,2/28/20,1024.388,1.933333333,0,0,0,0,0,0,0,0
59,2/29/20,42.98133333,1.933333333,0,0,0,0,0,0,0,0
60,3/1/20,39.63866667,1.866666667,0,0,0,0,0,0,0,0
61,3/2/20,39.63866667,1.866666667,0,0,0,0,0,0,0,0
62,3/3/20,39.30533333,1.866666667,0,0,0,0,0,0,0,0
63,3/4/20,31.30533333,1.6,0,0,0,0,0,0,0,0
64,3/5/20,29.30533333,1.533333333,0,0,0,0,0,0,0,0
65,3/6/20,31.30533333,1.666666667,0,0,0,0,0,0,0,0
66,3/7/20,29.972,1.6,0,0,0,0,0,0,0,0
67,3/8/20,29.10533333,1.4,0,0,0,0,0,0,0,0
68,3/9/20,28.772,1.333333333,0,0,0,0,0,0,0,0
69,3/10/20,28.43866667,1.333333333,0,0,0,0,0,0,0,0
70,3/11/20,18.824,1.2,0,0,0,0,0,0,0,0
71,3/12/20,18.824,1.2,0,0,0,0,0,0,0,0
72,3/13/20,15.99066667,1.066666667,0,0,0,0,0,0,0,0
73,3/14/20,8.990666667,0.666666667,0,0,0,0,0,0,0,0
74,3/15/20,5.324,0.466666667,0.324,0.066666667,0,0,0,0,0,0
75,3/16/20,5,0.4,0,0,0,0,0,0,0,0
76,3/17/20,14.61466667,0.533333333,0,0,0,0,0,0,0,0
77,3/18/20,15.61466667,0.666666667,0,0,0,0,0,0,0,0
78,3/19/20,15.61466667,0.666666667,0,0,0,0,0,0,0,0
79,3/20/20,15.61466667,0.666666667,0,0,0,0,0,0,0,0
80,3/21/20,15.28133333,0.6,0,0,0,0,0,0,0,0
81,3/22/20,21.148,0.866666667,0,0,0,0,0,0,0,0
82,3/23/20,19.81466667,0.866666667,0,0,0,0,0,0,0,0
83,3/24/20,20.81466667,0.933333333,0,0,0,0,0,0,0,0
84,3/25/20,20.148,0.866666667,0,0,0,0,0,0,0,0
85,3/26/20,20.148,0.866666667,0,0,0,0,0,0,0,0
86,3/27/20,20.98133333,0.933333333,0,0,0,0,0,0,0,0
87,3/28/20,24.98133333,1.133333333,0,0,0,0,0,0,0,0
88,3/29/20,25.31466667,1.2,0,0,0,0,0,0,0,0
89,3/30/20,38.134,1.333333333,0,0,0,0,0,0,0,0
90,3/31/20,139.7486667,1.866666667,0,0,0,0,0,0,0,0
91,4/1/20,133.7913333,1.866666667,0.324,0.066666667,0,0,0,0,0,0
92,4/2/20,132.458,1.666666667,0.324,0.066666667,0,0,0,0,0,0
93,4/3/20,132.7913333,1.733333333,0.324,0.066666667,0,0,0,0,0,0
94,4/4/20,132.7913333,1.733333333,0.324,0.066666667,0,0,0,0,0,0
95,4/5/20,131.1246667,1.666666667,0.324,0.066666667,0,0,0,0,0,0
96,4/6/20,127.258,1.533333333,0.324,0.066666667,0,0,0,0,0,0
97,4/7/20,126.9246667,1.466666667,0.324,0.066666667,0,0,0,0,0,0
98,4/8/20,125.9246667,1.4,0.324,0.066666667,0,0,0,0,0,0
99,4/9/20,129.258,1.533333333,0.324,0.066666667,0,0,0,0,0,0
100,4/10/20,133.9246667,1.666666667,0.324,0.066666667,0,0,0,0,0,0
101,4/11/20,133.0913333,1.6,0.324,0.066666667,0,0,0,0,0,0
102,4/12/20,128.758,1.333333333,0.324,0.066666667,0,0,0,0,0,0
103,4/13/20,128.758,1.333333333,0.324,0.066666667,0,0,0,0,0,0
104,4/14/20,116.772,1.266666667,0.324,0.066666667,0,0,0,0,0,0
105,4/15/20,34.15733333,1.066666667,0.324,0.066666667,0,0,0,0,0,0
106,4/16/20,35.5,1.066666667,0,0,0,0,0,0,0,0
107,4/17/20,10035.5,1.133333333,0,0,0,0,0,0,0,0
108,4/18/20,10039.2,1.4,0,0,0,0,0,0,0,0
109,4/19/20,10048.81467,1.533333333,0,0,0,0,0,0,0,0
110,4/20/20,10048.81467,1.533333333,0,0,0,0,0,0,0,0
111,4/21/20,10046.81467,1.4,0,0,0,0,0,0,0,0
112,4/22/20,10048.68133,1.6,0,0,0,0,0,0,0,0
113,4/23/20,10076.68133,2.866666667,0,0,0,0,0,0,0,0
114,4/24/20,10081.01467,2.866666667,0,0,0,0,0,0,0,0
115,4/25/20,10078.01467,2.8,0,0,0,0,0,0,0,0
116,4/26/20,10081.348,2.866666667,0,0,0,0,0,0,0,0
117,4/27/20,10082.18133,2.933333333,0,0,0,0,0,0,0,0
118,4/28/20,10086.18133,3.133333333,0,0,0,0,0,0,0,0
119,4/29/20,10094.96267,3.2,0,0,0,0,0,0,0,0
120,4/30/20,10079.36267,3.066666667,0,0,0,0,0,0,0,0
121,5/1/20,10074.68667,3,0.324,0.066666667,0,0,0,0,0,0
122,5/2/20,74.68666667,2.933333333,0.324,0.066666667,0,0,0,0,0,0
123,5/3/20,70.98666667,2.666666667,0.324,0.066666667,0,0,0,0,0,0
124,5/4/20,61.372,2.533333333,0.324,0.066666667,0,0,0,0,0,0
125,5/5/20,66.572,2.733333333,0.324,0.066666667,0,0,0,0,0,0
126,5/6/20,69.23866667,2.933333333,0.324,0.066666667,0,0,0,0,0,0
127,5/7/20,67.372,2.733333333,0.324,0.066666667,8,0.8,0,0,0,0
128,5/8/20,39.372,1.466666667,0.324,0.066666667,0,0,0,0,0,0
129,5/9/20,31.70533333,1.333333333,0.324,0.066666667,0,0,0,0,0,0
130,5/10/20,31.03866667,1.4,0.324,0.066666667,0,0,0,0,0,0
131,5/11/20,27.70533333,1.333333333,0.324,0.066666667,0,0,0,0,0,0
132,5/12/20,26.872,1.266666667,0.324,0.066666667,0,0,0,0,0,0
133,5/13/20,22.872,1.066666667,0.324,0.066666667,0,0,0,0,0,0
134,5/14/20,24.59066667,1,0.324,0.066666667,0,0,0,0,0,0
135,5/15/20,21.19066667,0.8,0.324,0.066666667,0,0,0,0,0,0
136,5/16/20,20.86666667,0.733333333,0,0,0,0,0,0,0,0
137,5/17/20,28.2,0.933333333,0,0,0,0,0,0,0,0
138,5/18/20,29.2,1.066666667,0,0,0,0,0,0,0,0
139,5/19/20,30.86666667,1.133333333,0,0,0,0,0,0,0,0
140,5/20/20,61,2,0,0,12,0.8,0,0,0,0
141,5/21/20,61.66666667,1.866666667,0,0,12,0.8,0,0,0,0
142,5/22/20,73.148,2.2,0,0,12,0.8,0,0,0,0
143,5/23/20,74.148,2.333333333,0,0,12,0.8,0,0,0,0
144,5/24/20,75.148,2.4,0,0,12,0.8,0,0,0,0
145,5/25/20,75.48133333,2.333333333,0,0,12,0.8,0,0,0,0
146,5/26/20,75.48133333,2.333333333,0,0,12,0.8,0,0,0,0
147,5/27/20,79.648,2.466666667,0,0,12,0.8,0,0,0,0
148,5/28/20,93.26266667,2.8,0,0,12,0.8,0,0,0,0
149,5/29/20,88.596,2.866666667,0,0,12,0.8,0,0,0,0
150,5/30/20,102.596,3.133333333,0,0,12,0.8,0,0,0,0
151,5/31/20,140.2626667,4.4,0,0,32,1.6,0,0,0,0
152,6/1/20,146.92,4.666666667,0.324,0.066666667,32,1.6,0,0,0,0
153,6/2/20,1568.320667,588.8666667,14.47866667,7.866666667,36,2.4,0,0,0,0
154,6/3/20,3805.792,1579.133333,126.7133333,73.93333333,36,2.4,0,0,0,0
155,6/4/20,5009.433333,2177.066667,211.684,131.4,24,1.6,0,0,0,0
156,6/5/20,6035.947333,2667.666667,276.7953333,174.4666667,32,2.4,0,0,0,0
157,6/6/20,6877.098,2996.066667,307.3933333,202.7333333,40,3.2,0,0,0,0
158,6/7/20,7386.998667,3205,323.4713333,217.4666667,84,4.8,0,0,0,0
159,6/8/20,7848.374,3367.266667,345.1913333,234,114.4,7.2,0,0,0,0
160,6/9/20,8119.984667,3467.2,357.2453333,244.2666667,114.4,7.2,0,0,0,0
161,6/10/20,8428.754,3543,375.6373333,253.0666667,135.7333333,7.866666667,0,0,0,0
162,6/11/20,8605.957333,3594.066667,379.866,257.3333333,135.7333333,7.866666667,0,0,0,0
163,6/12/20,8815.16,3641.666667,386.4133333,261.4666667,215.7333333,8.666666667,0,0,0,0
164,6/13/20,8910.224667,3676.8,391.6826667,266.4,215.7333333,8.666666667,0,0,0,0
165,6/14/20,9023.766667,3708.333333,394.8926667,269.0666667,220.0666667,9.533333333,0,0,0,0
166,6/15/20,9143.066667,3742.6,402.106,275.6,200.0666667,8.733333333,0,0,0,0
167,6/16/20,9189.824667,3765.4,405.9926667,279.4,200.0666667,8.733333333,0,0,0,0
168,6/17/20,7919.364,3199.533333,394.3713333,274.1333333,196.0666667,7.933333333,0,0,0,0
169,6/18/20,5791.595333,2227.533333,283.7366667,209.6666667,196.0666667,7.933333333,2.134666667,1.733333333,0,0
170,6/19/20,4648.458667,1656.266667,201.87,154.8,204.0666667,8.733333333,5.334666667,1.733333333,0,0
171,6/20/20,3695.234,1183.666667,139.2253333,112.9333333,196.0666667,7.933333333,0,0,0,0
172,6/21/20,2891.517333,869,112.2433333,86.26666667,192.0666667,7.933333333,0,0,0,0
173,6/22/20,2443.94,671,96.16533333,71.53333333,148.0666667,6.333333333,0,0,0,0
174,6/23/20,2026.858667,519.6,75.24533333,55.8,117.6666667,3.933333333,0,0,0,0
175,6/24/20,1781.060667,427,63.19133333,45.53333333,117.6666667,3.933333333,0,0,0,0
176,6/25/20,1525.141333,361.4666667,47.52733333,39.13333333,96.33333333,3.266666667,0,0,0,0
177,6/26/20,1434.432,321.6666667,43.29866667,34.86666667,136.3333333,4.066666667,0,0,0,0
178,6/27/20,1234.3,283.0666667,38.818,32.8,56.33333333,3.266666667,0,0,0,0
179,6/28/20,1175.727333,258.4666667,37.786,30.26666667,56.33333333,3.266666667,0,0,0,0
180,6/29/20,1209.79,234.1333333,35.04266667,28.06666667,52,2.4,0,0,0,0
181,6/30/20,1105.138667,206.1333333,27.82933333,21.53333333,52,2.4,0,0,0,0
182,7/1/20,1069.515333,191.8,28.25066667,19.73333333,52,2.4,0,0,0,0
183,7/2/20,946.5286667,184.7333333,26.83733333,18,52,2.4,0,0,0,0
184,7/3/20,892.5613333,184.6,25.43733333,16.6,56,3.2,0,0,0,0
185,7/4/20,823.706,170.6666667,22.33333333,14,48,2.4,0,0,0,0
186,7/5/20,775.902,162.6666667,20.26666667,13.2,48,2.4,0,0,0,0
187,7/6/20,778.2633333,157.8,16.65066667,11.6,44,1.6,0,0,0,0
188,7/7/20,742.996,156.0666667,17.45066667,12.4,44,1.6,0,0,0,0
189,7/8/20,767.388,152.4666667,17.45066667,12.4,44,1.6,0,0,0,0
190,7/9/20,768.048,150.6,18.91733333,13.86666667,44,1.6,0,0,0,0
191,7/10/20,731.3046667,145,16.18933333,11.46666667,44,1.6,0,0,0,0
192,7/11/20,665.4393333,140.7333333,17.92266667,13.2,15.33333333,2.333333333,0,0,0,0
193,7/12/20,664.0366667,135.2666667,15.856,11.13333333,15.33333333,2.333333333,0,0,0,0
194,7/13/20,682.476,132.6666667,12.08533333,9.2,19.33333333,3.133333333,0,0,0,0
195,7/14/20,538.2293333,133.7333333,13.152,10.26666667,19.33333333,3.133333333,0,0,0,0
196,7/15/20,517.442,133.5333333,14.752,11.86666667,19.33333333,3.133333333,0,0,0,0
197,7/16/20,527.2653333,127.7333333,10.12,9.8,19.33333333,3.133333333,0,0,0,0
198,7/17/20,506.332,119.8666667,9,9,19.33333333,3.133333333,0,0,0,0
199,7/18/20,468.9013333,104.8666667,8.8,8.8,15.33333333,2.333333333,0,0,0,0
200,7/19/20,453.8046667,94.6,8.8,8.8,15.33333333,2.333333333,0,0,0,0
201,7/20/20,460.7413333,90.13333333,9.2,9.2,39.33333333,3.933333333,0,0,0,0
202,7/21/20,418.6066667,84.46666667,10,10,39.33333333,3.933333333,0,0,0,0
203,7/22/20,406.6733333,79.06666667,11.24066667,10.66666667,39.33333333,3.933333333,0,0,0,0
204,7/23/20,342.6806667,74.26666667,10.44066667,9.866666667,39.33333333,3.933333333,0,0,0,0
205,7/24/20,355.488,72.2,10.04066667,9.466666667,39.33333333,3.933333333,0,0,0,0
206,7/25/20,356.4893333,69.86666667,10.574,10,39.33333333,3.933333333,0,0,0,0
207,7/26/20,335.3906667,64.66666667,8.840666667,8.266666667,28,2.4,0,0,0,0
208,7/27/20,333.4053333,64.26666667,9.240666667,8.666666667,28,2.4,0,0,0,0
209,7/28/20,281.3386667,58.6,8.774,8.2,24,1.6,0,0,0,0
210,7/29/20,271.1233333,52.06666667,7.240666667,6.666666667,24,1.6,0,0,0,0
211,7/30/20,255.526,47.93333333,6.440666667,5.866666667,24,1.6,0,0,0,0
212,7/31/20,246.4773333,46.86666667,6.440666667,5.866666667,24,1.6,0,0,0,0
213,8/1/20,247.2686667,46,7.240666667,6.666666667,24,1.6,0,0,0,0
214,8/2/20,247.4366667,51.6,8.360666667,7.466666667,29.6,3.2,0,0,0,0
215,8/3/20,258.356,61.2,8.360666667,7.466666667,29.6,3.2,0,0,0,0
216,8/4/20,249.3086667,65.06666667,7.560666667,6.666666667,5.6,1.6,0,0,0,0
217,8/5/20,255.12,69.53333333,6.760666667,5.866666667,5.6,1.6,0,0,0,0
218,8/6/20,252.9913333,71.86666667,4.786666667,4.466666667,5.6,1.6,0,0,0,0
219,8/7/20,257.7466667,74.13333333,4.786666667,4.466666667,5.6,1.6,0,0,0,0
220,8/8/20,234.7173333,74,3.72,3.4,5.6,1.6,0,0,0,0
221,8/9/20,290.4493333,74.53333333,3.186666667,2.866666667,5.6,1.6,0,0,0,0
222,8/10/20,306.1466667,75.4,3.186666667,2.866666667,5.6,1.6,0,0,0,0
223,8/11/20,289.46,73.8,3.053333333,2.733333333,5.6,1.6,0,0,0,0
224,8/12/20,295.022,73.13333333,3.335333333,2.933333333,5.6,1.6,0,0,0,0
225,8/13/20,293.8093333,73.4,3.335333333,2.933333333,5.6,1.6,0,0,0,0
226,8/14/20,283.5533333,72.33333333,3.663333333,2.933333333,5.6,1.6,0,0,0,0
227,8/15/20,272.2493333,73.13333333,6.479333333,3.733333333,5.6,1.6,0,0,0,0
228,8/16/20,293.056,73.53333333,6.479333333,3.733333333,5.6,1.6,0,0,0,0
229,8/17/20,293.4933333,66.53333333,5.359333333,2.933333333,0,0,0,0,0,0
230,8/18/20,289.0393333,54.73333333,5.359333333,2.933333333,0,0,0,0,0,0
231,8/19/20,266.434,46.66666667,5.359333333,2.933333333,0,0,0,0,0,0
232,8/20/20,260.6913333,39.8,5.359333333,2.933333333,0,0,0,0,0,0
233,8/21/20,259.3846667,34.4,5.292666667,2.866666667,0,0,0,0,0,0
234,8/22/20,256.882,30.8,5.292666667,2.866666667,0,0,0,0,0,0
235,8/23/20,245.8346667,29.33333333,6.140666667,3.666666667,0,0,0,0,0,0
236,8/24/20,185.2733333,28.2,6.140666667,3.666666667,0,0,0,0,0,0
237,8/25/20,195.5006667,28,6.140666667,3.666666667,0,0,0,0,0,0
238,8/26/20,198.47,28.33333333,6.674,4.2,0,0,0,0,0,0
239,8/27/20,196.5866667,30.4,6.392,4,1.666666667,0.066666667,0,0,0,0
240,8/28/20,208.448,31.2,6.392,4,1.666666667,0.066666667,0,0,0,0
241,8/29/20,212.6333333,31.86666667,6.376,4,1.666666667,0.066666667,0,0,0,0
242,8/30/20,204.8253333,30.8,3.56,3.2,1.666666667,0.066666667,0,0,0,0
243,8/31/20,190.5953333,30.86666667,3.872,3.2,1.666666667,0.066666667,0,0,0,0
244,9/1/20,176.4626667,32.33333333,4.672,4,1.666666667,0.066666667,0,0,0,0
245,9/2/20,186.4513333,37.4,4.672,4,1.666666667,0.066666667,0,0,0,0
246,9/3/20,230.89,49.8,4.672,4,1.666666667,0.066666667,0,0,0,0
247,9/4/20,235.874,57.53333333,5.472,4.8,1.666666667,0.066666667,0,0,0,0
248,9/5/20,239.832,63.26666667,5.472,4.8,1.666666667,0.066666667,0,0,0,0
249,9/6/20,240.7213333,67.13333333,6.138666667,5.133333333,1.666666667,0.066666667,0,0,0,0
250,9/7/20,244.69,69.6,5.568666667,4.533333333,1.666666667,0.066666667,0,0,0,0
251,9/8/20,279.0166667,71.4,5.568666667,4.533333333,1.666666667,0.066666667,0,0,0,0
252,9/9/20,265.2326667,70.8,5.568666667,4.533333333,1.666666667,0.066666667,0,0,0,0
253,9/10/20,265.4833333,70.4,4.768666667,3.733333333,1.666666667,0.066666667,0,0,0,0
254,9/11/20,265.1333333,68.46666667,4.768666667,3.733333333,0,0,0,0,0,0
255,9/12/20,264.2126667,66.93333333,4.768666667,3.733333333,0,0,0,0,0,0
256,9/13/20,258.0833333,65.6,3.656666667,2.933333333,0,0,0,0,0,0
257,9/14/20,255.8366667,64.6,3.656666667,2.933333333,0,0,0,0,0,0
258,9/15/20,244.8206667,62.53333333,2.544666667,2.133333333,0,0,0,0,0,0
259,9/16/20,240.044,60.46666667,1.744666667,1.333333333,0,0,0,0,0,0
260,9/17/20,215.3993333,54.46666667,1.744666667,1.333333333,0,0,0,0,0,0
261,9/18/20,175.304,41.46666667,2.207333333,1.466666667,0,0,0,0,0,0
262,9/19/20,164.5453333,33.53333333,1.407333333,0.666666667,0,0,0,0,0,0
263,9/20/20,151.2333333,27.46666667,1.407333333,0.666666667,0,0,0,0,0,0
264,9/21/20,147.3093333,23.13333333,0.740666667,0.333333333,0,0,0,0,0,0
265,9/22/20,161.894,19.8,0.462666667,0.133333333,0,0,0,0,0,0
266,9/23/20,120.7053333,18.33333333,0.462666667,0.133333333,0,0,0,0,0,0
267,9/24/20,115.9993333,18.53333333,0.462666667,0.133333333,0,0,0,0,0,0
268,9/25/20,124.0873333,18.93333333,1.574666667,0.933333333,0,0,0,0,0,0
269,9/26/20,112.2166667,17.46666667,1.574666667,0.933333333,0,0,0,0,0,0
270,9/27/20,118.7906667,17.06666667,1.574666667,0.933333333,0,0,0,0,0,0
271,9/28/20,123.3166667,17.26666667,1.574666667,0.933333333,1.666666667,0.333333333,0,0,0,0
272,9/29/20,119.3553333,16.93333333,1.574666667,0.933333333,1.666666667,0.333333333,0,0,0,0
273,9/30/20,125.658,17.4,2.684,1.466666667,1.666666667,0.333333333,0,0,0,0
274,10/1/20,131.634,16.93333333,2.684,1.466666667,1.666666667,0.333333333,0,0,0,0
275,10/2/20,143.218,21,2.684,1.466666667,1.666666667,0.333333333,0,0,0,0
276,10/3/20,160.2373333,31.73333333,3.333333333,2.133333333,1.666666667,0.333333333,0,0,0,0
277,10/4/20,167.0186667,38.6,3.333333333,2.133333333,1.666666667,0.333333333,0,0,0,0
278,10/5/20,406.8533333,44.06666667,3.333333333,2.133333333,1.666666667,0.333333333,0,0,0,0
279,10/6/20,410.0213333,47.66666667,3.333333333,2.133333333,1.666666667,0.333333333,0,0,0,0
280,10/7/20,403.7413333,50.93333333,3.333333333,2.133333333,1.666666667,0.333333333,0,0,0,0
281,10/8/20,404.668,52,4.066666667,2.866666667,1.666666667,0.333333333,0,0,0,0
282,10/9/20,407.508,51.66666667,4.066666667,2.866666667,1.666666667,0.333333333,0,0,0,0
283,10/10/20,440.2846667,52.26666667,2.954666667,2.066666667,1.666666667,0.333333333,0,0,0,0
284,10/11/20,441.5626667,52.86666667,2.954666667,2.066666667,1.666666667,0.333333333,0,0,0,0
285,10/12/20,433.128,52.73333333,2.954666667,2.066666667,1.666666667,0.333333333,0,0,0,0
286,10/13/20,426.9973333,52.4,2.954666667,2.066666667,0,0,0,0,0,0
